idade,sexo,dependentes,escolaridade,estado_civil,salario_anual,tipo_cartao,meses_de_relacionamento,qtd_produtos,iteracoes_12m,meses_inativo_12m,limite_credito,valor_transacoes_12m,qtd_transacoes_12m,predicao_credito
47,0,4,4,1,1,0,40,2,3,2,2725.19,4904.31,85,0
53,0,2,0,0,0,0,36,2,3,2,1874.47,4194.45,78,0
45,1,3,2,0,4,0,35,2,5,3,7135.9,2305.54,42,1
35,0,4,2,2,4,0,25,2,2,3,3379.31,5121.62,80,0
48,0,3,2,2,1,0,36,1,2,6,2804.96,5033.32,81,0
44,1,2,2,1,2,0,38,2,2,1,16553.49,4797.15,82,0
41,0,3,4,0,4,0,36,2,6,3,2246.2,3607.55,51,1
42,0,4,2,0,4,0,36,1,1,4,2875.36,4577.17,81,0
51,0,1,2,2,4,0,35,1,3,2,3668.09,4753.23,87,0
45,0,3,0,0,1,0,36,2,3,3,2853.91,4971.41,65,0
50,0,3,1,0,0,0,41,2,2,2,2382.43,4563.21,89,0
54,0,3,1,0,0,0,36,1,1,3,2830.56,4854.73,74,0
47,0,3,2,2,4,0,27,1,3,3,24987.13,3995.7,64,0
52,0,4,1,2,0,0,45,1,3,1,3705.1,4452.8,89,0
49,0,3,1,0,0,0,43,6,4,3,1675.62,2622.45,53,1
47,0,3,2,1,1,0,36,2,3,3,1439.97,5047.26,79,0
54,0,3,2,0,1,0,41,1,2,3,4440.53,3720.34,89,0
52,0,1,0,2,0,0,44,1,1,1,2563.01,4515.71,77,0
46,0,4,0,2,0,0,33,1,0,3,1896.47,4588.66,75,0
39,0,3,2,2,0,0,26,5,5,2,2190.36,2338.04,40,1
55,0,0,2,2,0,0,44,1,3,1,2596.72,4726.25,87,0
44,0,2,1,0,1,0,35,2,4,3,4196.47,2558.07,38,1
43,0,3,2,0,0,0,25,2,3,3,1616.22,4774.28,74,0
42,1,5,2,0,2,0,36,1,2,1,6618.42,5022.19,76,0
50,0,4,2,0,0,0,36,2,3,2,2477.05,2037.81,43,1
38,0,3,0,0,1,0,25,1,2,1,3040.45,5616.72,73,0
41,1,3,2,0,2,0,32,1,3,3,4697.68,1679.51,29,1
51,1,4,3,2,1,0,36,2,1,3,4436.54,4460.04,85,0
44,0,2,1,1,0,1,25,2,2,2,13138.88,3881.23,77,0
46,1,2,2,3,2,0,30,4,2,3,1438.35,2527.09,38,1
38,0,3,3,2,0,0,36,1,3,2,3297.93,4636.5,86,0
46,1,2,1,0,2,0,34,1,2,3,6272.35,4514.84,66,0
54,1,3,3,0,1,0,42,1,1,2,5608.13,4325.26,77,0
42,1,4,2,2,2,0,32,1,2,1,9906.42,4033.34,76,0
30,0,0,1,2,0,0,36,2,2,2,1621.93,5247.57,84,0
49,0,4,2,2,0,0,38,1,3,3,2305.15,5106.94,74,0
54,0,1,2,0,1,0,43,1,2,3,9525.6,4804.37,79,0
41,1,3,2,0,3,0,32,1,4,3,4742.58,2422.72,41,1
51,1,4,1,0,4,0,36,2,1,1,3168.94,4674.25,71,0
37,0,3,3,2,0,0,27,2,3,1,2939.78,5076.86,84,0
44,0,1,0,1,0,0,32,1,2,1,2724.54,4171.04,75,0
46,0,2,2,2,4,0,36,2,0,3,6990.43,4861.01,77,0
45,1,2,0,3,2,0,32,1,3,2,1870.88,4891.27,65,0
55,0,4,1,2,1,0,41,1,3,1,1438.18,4885.48,88,0
55,0,1,0,2,1,0,46,2,3,4,4629.78,2877.56,49,1
50,1,3,1,0,4,0,33,1,2,2,34516.33,4520.58,73,0
36,0,3,2,0,0,0,36,4,0,3,1558.57,2424.38,40,1
45,1,4,4,2,2,0,37,1,2,2,13093.37,2032.63,39,1
45,0,5,2,1,1,0,33,2,3,2,1438.31,5346.59,84,0
41,0,3,2,3,1,0,36,2,2,6,4451.18,4456.22,75,0
44,1,4,2,0,2,0,36,1,1,2,6426.63,4892.46,80,0
47,0,5,1,0,0,0,36,1,1,2,2761.11,4510.75,88,0
38,0,1,0,0,1,0,36,1,3,2,2148.58,4711.22,64,0
49,0,4,1,1,1,0,30,1,3,3,2485.38,4208.39,71,0
39,0,4,1,0,1,0,25,2,3,3,3394.44,5421.52,75,0
50,0,3,0,2,1,0,40,1,3,3,3367.61,5657.65,91,0
50,0,0,0,2,1,0,43,2,1,3,4154.77,4325.57,86,0
47,0,3,2,2,0,0,37,2,2,2,2154.52,4538.04,74,0
54,0,4,1,1,0,0,43,1,1,2,2506.59,4504.5,80,0
46,0,3,3,1,0,0,38,1,3,1,1774.22,3474.37,60,0
43,0,2,2,0,4,0,27,1,3,3,3287.95,5236.85,77,0
42,0,3,0,2,4,0,30,1,2,1,1821.55,4786.89,87,0
49,1,4,0,3,3,0,31,2,3,3,34516.45,3990.46,65,0
45,0,4,2,0,1,0,36,1,3,1,3918.21,4700.85,69,0
49,0,1,1,2,4,0,39,1,3,1,5455.35,4349.19,58,0
41,0,1,0,0,0,0,36,4,2,3,2372.36,2499.84,41,1
45,0,2,1,0,0,0,33,1,4,3,1492.71,2469.33,38,1
44,0,1,1,0,0,0,31,2,3,2,1550.73,4534.78,87,0
58,0,3,1,0,0,0,53,1,1,3,2669.97,4863.75,79,0
42,1,4,3,0,2,0,23,2,1,3,3311.56,4559.75,80,0
51,0,4,0,0,0,0,33,2,3,4,3068.49,5524.4,71,0
55,0,1,1,0,4,0,49,1,3,4,2721.14,5443.96,73,0
37,0,2,2,0,1,0,27,1,2,3,3050.02,4698.66,75,0
60,0,2,1,2,4,0,54,1,2,2,3356.36,5200.82,81,0
42,0,4,1,2,1,0,23,1,3,2,2647.56,4911.78,82,0
50,0,4,2,2,0,0,36,2,3,4,2407.15,4543.46,71,0
52,0,2,0,2,4,0,39,1,4,3,2233.35,2888.81,50,1
42,1,3,4,3,3,0,37,1,3,1,32106.73,4452.35,83,0
48,0,4,2,2,0,0,43,1,0,1,2089.97,5069.0,76,0
48,0,3,0,1,0,0,36,1,1,1,2185.7,4906.75,83,0
44,0,2,1,3,0,0,39,2,3,3,4057.91,4301.07,58,0
44,0,4,3,2,1,0,27,1,2,1,3183.16,4017.06,63,0
45,0,5,2,3,0,0,36,1,3,2,2699.46,4071.55,75,0
57,1,3,1,0,3,0,50,2,3,3,17096.3,4231.68,62,0
50,0,2,1,2,0,0,38,1,1,1,2897.49,4891.94,87,0
46,0,2,1,3,0,0,40,5,2,2,6568.76,1507.39,33,1
40,0,4,1,2,4,0,28,1,3,3,1622.79,4216.22,71,0
51,0,2,3,0,0,0,36,1,2,3,1438.28,4447.42,71,0
34,0,2,0,0,1,0,36,2,1,3,1677.51,4035.46,87,0
48,0,2,1,2,4,0,41,1,3,1,7884.68,4588.1,74,0
57,0,2,1,2,0,0,45,1,3,3,1860.63,5109.82,62,0
48,0,3,1,2,4,0,41,1,2,2,8074.38,5372.99,93,0
47,0,4,1,2,0,0,30,2,3,3,2124.27,4592.32,83,0
48,0,4,1,0,0,0,37,1,3,1,3413.88,3843.56,67,0
41,0,5,1,2,0,0,24,2,3,3,2178.15,5089.17,80,0
47,0,3,2,0,4,0,35,1,3,4,2446.73,5347.5,87,0
37,0,2,2,0,0,0,21,1,1,1,3967.24,4490.92,66,0
45,0,4,1,2,4,0,36,2,2,2,4146.06,4323.6,64,0
26,0,0,2,3,4,1,13,1,3,2,34516.33,4174.04,59,0
58,0,0,2,3,0,0,52,1,2,2,1869.26,5269.83,80,0
46,0,2,3,0,4,0,33,2,1,3,2168.1,4043.02,73,0
49,0,2,3,2,0,0,40,1,1,2,2096.35,4926.25,82,0
41,1,2,1,0,2,0,28,2,1,1,7293.67,4828.38,82,0
46,0,4,3,2,4,0,35,2,2,2,1438.92,4659.56,74,0
42,1,2,1,0,1,0,36,1,3,1,1438.81,3499.39,80,0
57,0,3,0,0,0,0,46,1,2,2,2298.25,5154.63,81,0
48,0,4,2,0,4,0,37,1,1,2,3829.3,4313.46,85,0
58,0,3,4,2,0,0,47,1,3,3,1517.45,5067.76,69,0
46,0,2,3,3,0,1,36,2,1,3,13427.18,4266.24,63,0
53,1,3,2,2,3,0,40,2,3,2,16747.19,4350.6,76,0
58,0,1,1,2,4,0,48,2,1,3,9926.41,4937.98,73,0
54,0,2,0,3,0,0,44,1,1,1,2691.59,4413.29,80,0
42,0,3,0,2,1,0,30,5,2,3,1456.35,2843.26,42,1
43,0,4,1,0,0,0,34,2,2,3,2005.4,4906.04,80,0
35,0,3,0,2,0,0,36,2,0,3,4790.86,4544.43,81,0
46,0,2,2,2,0,0,36,2,1,3,3123.32,4117.25,76,0
42,0,3,3,3,0,0,28,1,3,2,5471.26,5103.9,94,0
53,1,3,1,2,4,0,46,1,2,2,13670.93,4812.23,81,0
52,1,2,1,0,2,0,45,2,3,3,3460.49,2355.19,47,1
48,1,2,2,2,1,0,42,1,3,3,3202.65,4675.94,88,0
31,0,1,2,2,0,0,20,6,2,2,1438.12,2614.4,49,1
50,1,2,4,0,2,0,36,1,2,3,2296.55,5483.53,77,0
54,0,5,2,0,0,0,49,2,2,3,1476.35,4462.55,75,0
35,0,3,4,0,4,0,24,1,3,1,12287.8,4601.03,65,0
41,0,4,2,0,0,0,36,2,2,3,2470.57,5011.37,61,0
46,1,2,1,3,4,0,34,1,2,3,24431.71,3457.9,66,0
41,1,4,2,2,0,0,36,1,2,1,1950.63,4630.55,84,0
49,0,4,1,2,0,0,36,1,1,3,6615.41,4575.27,75,0
47,0,4,2,0,4,0,34,1,2,3,5756.13,5298.53,72,0
55,0,2,3,0,4,0,49,1,6,0,1438.38,2278.68,57,1
32,0,0,2,0,0,0,22,1,2,3,1438.4,5099.95,80,0
50,0,2,1,2,0,0,36,2,2,3,1912.4,4851.86,87,0
45,0,4,0,0,4,0,26,6,2,2,4549.94,2240.92,34,1
45,0,4,1,3,0,0,33,1,1,2,1979.02,5458.35,84,0
40,0,5,2,2,1,0,24,1,2,1,2803.59,5089.15,71,0
45,0,3,0,2,0,0,35,2,1,2,2548.38,4747.65,77,0
45,0,2,0,2,0,0,36,1,2,2,1457.09,5401.03,93,0
32,0,0,2,2,0,0,36,5,3,3,1438.86,2464.14,37,1
59,0,1,1,0,1,0,53,2,0,2,1980.86,5350.4,96,0
48,0,2,1,2,0,0,35,2,1,3,2216.17,4763.62,83,0
57,0,3,1,1,1,0,47,1,2,3,4262.98,3943.82,75,0
42,0,2,2,2,0,0,28,1,3,2,2573.42,4649.47,88,0
55,0,2,0,2,1,0,42,2,3,2,5431.1,4569.87,82,0
43,0,5,2,2,0,0,30,1,2,3,3092.03,4797.92,87,0
37,0,2,1,2,0,0,31,1,3,3,2984.43,4878.18,86,0
48,0,2,2,2,4,0,38,1,3,3,2186.76,4629.29,77,0
34,1,1,1,0,0,0,28,1,3,6,2669.75,4314.96,74,0
50,0,3,1,2,0,0,45,1,1,3,1789.59,5110.28,75,0
36,0,1,4,0,0,0,25,1,3,2,2835.47,4811.07,77,0
44,0,5,1,0,0,0,28,2,2,2,1558.4,4805.08,86,0
47,1,4,1,0,3,0,42,1,3,1,7299.11,4678.75,83,0
56,0,1,0,0,0,0,48,1,2,5,3556.68,2220.59,45,1
45,0,3,1,2,0,0,35,1,2,2,1438.13,4976.69,70,0
35,0,2,2,0,4,0,36,2,2,1,1507.37,4679.15,85,0
51,0,2,1,2,4,0,34,2,2,3,7551.84,2977.23,46,1
38,0,2,2,0,0,0,25,2,1,3,2468.45,4426.48,76,0
42,0,3,2,2,0,0,36,2,3,3,2515.13,4025.07,74,0
59,0,0,1,3,4,0,49,2,2,3,9076.09,3048.88,53,1
45,1,3,3,0,2,0,35,1,2,1,10699.85,5052.41,61,0
34,1,2,0,2,3,0,25,6,0,2,1439.57,2932.81,44,1
44,0,3,4,2,4,0,40,2,1,1,7212.26,5169.02,82,0
54,0,4,0,0,1,0,48,2,1,4,3089.36,5237.78,75,0
46,1,3,2,3,3,0,41,1,2,2,11250.41,4514.2,70,0
53,0,1,3,2,0,0,36,1,3,3,1665.92,4881.23,75,0
54,1,1,3,0,4,0,48,1,1,3,2456.15,4468.76,84,0
47,1,1,1,2,2,0,40,2,3,2,11773.9,5098.59,58,0
43,0,4,1,0,1,0,23,2,1,1,1439.0,4494.14,82,0
41,0,3,3,0,1,0,32,2,2,1,3104.48,4699.99,77,0
48,0,3,3,3,4,0,40,2,1,6,2337.22,5203.09,90,0
50,0,3,2,2,0,0,34,2,2,2,4060.16,5173.7,87,0
42,0,4,2,0,0,0,24,2,2,2,3428.42,4751.43,87,0
44,1,3,2,2,1,0,36,1,1,1,12967.49,4520.85,74,0
45,1,3,2,0,0,0,36,2,0,1,2326.93,5413.41,90,0
39,0,3,1,2,4,0,26,2,3,2,4376.27,2862.67,52,1
46,1,3,2,2,2,0,33,2,1,2,12745.6,4380.18,80,0
39,1,2,4,0,2,0,36,2,1,2,1790.14,4498.23,96,0
40,0,3,2,3,0,0,30,2,2,3,2969.58,4109.07,70,0
43,1,3,4,0,1,0,35,2,3,6,4970.91,4436.47,83,0
49,0,3,1,0,1,0,32,1,3,3,5400.69,4643.51,80,0
46,0,1,2,3,4,0,28,5,6,2,2069.03,2754.58,55,1
52,0,2,2,2,4,0,45,2,1,2,3192.43,4191.2,80,0
48,0,3,2,0,0,0,37,2,1,2,2105.17,4833.27,81,0
44,1,4,3,0,3,0,34,2,3,2,1876.94,5056.79,82,0
57,0,3,2,3,0,0,43,5,2,3,1462.07,2299.69,42,1
40,0,2,2,0,1,0,29,1,3,3,2351.51,5115.26,84,0
54,0,3,2,0,0,0,49,2,2,2,1719.51,4869.71,65,0
47,0,4,2,0,1,0,36,1,0,1,1438.3,5216.83,78,0
26,0,0,2,2,0,0,20,2,2,2,2516.93,4746.42,75,0
33,0,1,1,0,1,0,20,2,3,2,4883.15,4613.89,82,0
38,1,3,0,0,3,0,29,2,3,1,3413.38,3831.11,45,0
59,0,0,2,0,1,0,52,2,3,4,1852.6,2851.04,49,1
35,0,2,1,2,4,0,25,2,3,3,3339.64,4725.42,83,0
45,0,4,3,0,0,0,41,6,2,3,3785.98,2401.2,54,1
61,1,0,2,0,1,0,49,1,3,2,2228.06,4431.54,71,0
55,0,1,2,3,0,0,36,2,2,3,3626.08,2954.31,42,1
58,0,0,1,2,1,0,47,2,1,2,2194.89,4962.09,81,0
41,0,5,1,2,0,0,28,2,1,3,2665.46,4500.84,71,0
42,1,4,2,2,1,0,38,1,1,4,2444.38,4220.71,50,0
45,0,4,2,2,0,0,32,1,1,1,3335.57,5321.36,78,0
45,0,3,4,2,0,0,32,2,2,3,2726.66,5578.87,89,0
51,0,1,0,2,0,0,43,4,3,3,1665.44,2878.11,45,1
40,0,2,0,2,0,0,28,1,3,3,2734.31,4981.64,90,0
57,0,2,3,0,0,0,47,1,1,3,1727.36,5112.43,82,0
50,0,1,4,2,4,0,46,2,1,2,19349.41,4351.48,79,0
53,1,0,2,0,2,0,42,1,0,2,13409.8,4031.2,82,0
45,0,3,1,0,0,0,39,2,3,2,1438.3,4928.24,84,0
42,0,3,3,0,1,0,35,2,3,3,6330.15,3029.01,52,0
49,0,4,1,2,0,0,42,2,3,4,2575.15,1874.12,40,1
55,0,1,2,2,1,0,43,2,2,1,3391.84,4291.93,77,0
48,0,3,1,2,0,0,40,2,1,3,5298.22,4834.71,80,0
44,0,2,4,2,0,0,32,1,3,3,2540.76,5039.9,82,0
63,1,1,1,0,2,0,52,6,3,4,14324.55,2083.76,56,1
48,0,5,2,2,0,0,43,1,3,1,2876.93,4752.56,80,0
41,0,5,1,2,0,0,28,2,3,3,1504.89,2801.81,51,1
45,0,2,2,0,0,0,36,2,2,2,1839.01,4930.52,91,0
54,0,2,4,2,0,0,35,1,2,4,1685.53,4155.71,85,0
48,0,3,1,3,0,0,36,1,3,1,4850.23,4187.16,86,0
40,0,3,2,2,0,0,27,1,1,1,2840.33,4405.11,82,0
47,0,4,1,0,1,0,36,1,1,2,2977.01,5217.78,88,0
45,0,4,2,0,4,2,27,1,3,2,34516.66,2198.78,42,1
39,0,1,2,0,0,0,35,1,1,5,1961.16,4846.26,92,0
53,0,2,0,2,0,0,36,2,2,3,2156.51,5092.74,95,0
53,0,0,2,2,1,0,40,1,3,3,2772.1,5313.51,68,0
29,0,1,2,2,0,0,21,2,3,1,2832.8,4761.82,75,0
44,0,4,0,0,0,0,35,2,3,5,1552.14,5064.96,80,0
46,1,2,0,0,1,0,36,5,2,2,6362.72,1968.28,51,1
40,1,3,1,1,0,1,36,1,2,3,11409.22,4677.65,58,0
40,0,2,2,0,0,0,27,2,2,6,1965.99,4268.83,91,0
42,0,2,2,2,1,0,29,1,2,2,1622.02,4633.95,67,0
38,0,4,2,2,0,0,27,1,1,3,1736.04,5045.21,86,0
54,0,2,3,0,4,0,36,1,3,3,8827.73,2643.78,50,1
49,1,4,0,2,3,0,36,2,3,3,24256.07,4269.62,69,0
52,0,3,2,0,1,0,36,2,3,3,1915.7,2264.25,39,1
38,0,4,3,0,0,0,27,2,3,3,1438.12,4564.88,79,0
44,0,2,1,2,4,0,26,2,3,1,2006.05,5337.64,85,0
44,0,1,2,1,0,0,37,1,3,2,5594.75,5220.36,75,0
52,0,3,0,2,4,0,38,2,2,1,3505.61,5034.93,79,0
56,0,3,0,3,0,0,44,4,2,3,1667.58,2424.77,40,1
47,0,5,0,0,0,0,36,2,2,3,1636.52,2235.97,35,1
52,0,3,2,2,0,0,38,1,3,2,3281.93,4431.87,67,0
50,0,3,0,0,0,0,42,1,2,3,1477.09,4680.24,80,0
44,0,4,1,2,0,0,36,6,3,3,1905.47,3121.0,46,1
39,1,2,1,0,2,0,19,1,1,2,6146.63,3645.29,76,0
53,1,2,3,2,1,0,40,2,0,3,2672.94,4766.3,75,0
42,1,4,0,2,2,0,38,2,2,2,13426.3,4674.36,66,0
48,1,3,1,1,1,0,43,2,3,3,9104.1,2563.21,34,1
47,1,2,4,2,3,0,35,1,1,3,30300.71,4146.2,64,0
51,1,3,1,2,3,0,39,1,1,2,7088.75,4691.13,76,0
56,0,3,1,2,1,0,36,2,2,3,1872.27,4970.7,81,0
33,0,4,3,2,1,0,26,1,3,2,2874.57,4794.46,88,0
36,1,2,1,0,1,0,36,2,1,2,6763.64,4972.6,76,0
57,1,2,2,1,4,0,38,1,4,2,24379.46,2836.95,41,1
39,0,1,1,0,0,0,21,1,1,2,2867.15,4445.5,89,0
59,1,0,2,3,2,0,48,2,2,6,13172.76,2598.07,47,1
41,0,2,0,0,0,0,36,4,3,3,2201.46,2408.88,38,1
29,0,0,3,2,0,0,19,2,2,1,3261.21,2461.54,54,1
39,0,3,0,2,1,0,21,1,1,2,5027.54,4850.42,70,0
47,0,2,2,3,1,0,36,1,3,3,1811.73,5390.17,87,0
49,1,1,0,2,2,0,36,2,2,3,2465.09,4806.5,83,0
43,0,3,1,0,0,0,36,1,3,3,7584.87,4783.59,65,0
46,0,2,2,2,0,0,36,2,2,3,4065.17,2899.08,51,1
60,1,1,0,1,3,0,48,1,3,5,28930.69,2251.48,27,1
48,1,4,1,2,3,0,33,1,2,3,4963.77,4989.51,78,0
50,1,3,4,2,2,0,45,6,3,4,2049.21,2703.7,54,1
47,1,3,2,1,2,0,41,2,3,3,1943.44,5108.54,81,0
56,0,1,4,2,1,0,38,1,1,2,3485.29,4776.05,87,0
43,1,3,1,2,3,0,38,3,1,5,23459.23,7279.27,83,0
51,0,2,3,0,0,0,31,2,3,1,2306.64,3776.18,70,0
42,1,3,0,2,3,0,36,2,3,3,18177.6,8512.91,94,0
49,0,2,1,3,0,0,36,3,3,1,3252.38,7418.93,90,0
47,0,3,2,0,0,0,41,3,0,3,2894.87,7471.31,87,0
44,1,3,4,2,3,0,32,3,2,4,34516.96,7663.58,91,0
44,1,3,0,2,4,1,34,3,2,1,34516.9,7427.23,83,0
53,1,3,1,0,4,2,43,3,3,1,34516.07,7758.62,98,0
41,1,3,1,0,1,0,37,3,2,3,7839.17,7904.23,83,0
49,1,2,2,2,4,0,38,3,3,6,16494.79,7761.46,84,0
49,1,1,0,2,2,2,36,2,3,2,6224.13,7693.36,70,0
42,0,3,3,2,0,0,13,3,3,2,6078.6,8442.36,95,0
50,1,3,0,0,3,0,39,3,2,3,21322.95,8693.28,91,0
51,1,3,4,2,1,0,36,2,3,3,1590.69,7352.31,80,0
52,0,3,2,1,0,0,36,3,2,1,1986.17,7249.69,86,0
48,1,3,1,0,2,0,36,2,1,1,15618.4,7549.01,77,0
44,1,2,2,2,3,0,33,3,1,1,34496.33,8092.67,80,0
40,0,2,0,0,1,0,35,2,2,1,2544.8,8006.52,88,0
42,1,1,1,3,3,0,36,2,2,1,4765.54,7380.75,76,0
43,0,3,2,0,4,0,37,2,1,3,16583.66,7823.2,87,0
42,1,3,1,2,0,0,36,2,1,2,6153.69,7434.59,92,0
42,0,4,0,2,0,2,36,2,2,3,15987.92,7471.88,88,0
51,0,4,2,0,0,0,40,3,2,2,5139.7,7548.32,89,0
61,0,1,0,0,0,0,56,3,2,2,3421.6,6932.07,75,0
59,1,0,2,0,1,0,36,3,2,2,11000.67,7302.27,86,0
46,0,4,2,2,0,0,37,3,3,3,2490.67,8178.19,91,0
51,1,2,4,3,3,2,46,2,2,3,34516.9,7889.38,98,0
48,0,3,4,2,0,0,36,2,1,2,2490.88,7719.68,86,0
44,0,4,0,0,1,0,36,3,2,2,2055.49,7674.3,80,0
56,1,2,2,0,1,0,48,2,1,2,14344.31,7359.42,85,0
42,0,1,4,0,0,0,28,3,0,3,3453.99,8108.73,85,0
40,1,2,3,1,2,0,36,3,1,2,20304.31,7494.52,85,0
61,0,1,3,0,0,0,55,2,2,3,8283.27,7553.78,104,0
45,1,4,2,0,3,0,35,2,2,2,11318.22,7179.2,93,0
49,1,2,1,0,3,0,43,2,3,3,2384.51,3512.46,50,1
47,1,3,2,2,2,0,36,2,1,3,11919.82,8257.28,96,0
45,0,3,0,2,0,0,32,2,1,5,2948.71,7834.03,86,0
43,1,3,3,3,2,0,36,2,2,1,5397.98,7791.38,84,0
42,1,3,1,2,2,0,29,3,1,3,12294.06,7906.37,87,0
42,1,5,0,3,3,0,23,3,3,2,7253.99,7595.55,83,0
43,0,3,3,2,4,0,36,3,3,3,21922.95,7409.68,89,0
40,1,3,0,2,2,0,28,2,3,2,13452.78,7582.83,69,0
50,0,3,3,2,4,0,44,2,3,1,24735.43,7910.44,95,0
53,0,3,1,0,1,0,45,2,1,2,4942.5,7460.92,85,0
49,1,1,1,2,1,0,40,6,4,1,14973.03,4517.76,59,1
44,1,4,2,0,3,0,31,3,3,2,19719.06,8385.33,97,0
49,1,4,2,3,3,0,29,2,2,2,29690.97,7640.47,86,0
42,0,4,1,2,4,0,31,3,1,2,6751.15,7921.43,93,0
43,0,3,0,2,0,0,36,3,2,3,9484.14,7242.19,95,0
51,0,3,2,0,0,0,46,3,2,2,4333.27,7643.46,85,0
40,0,3,2,3,0,0,30,2,2,5,2481.84,8097.43,88,0
57,0,4,4,0,0,0,45,2,3,2,3059.76,7709.38,89,0
51,1,0,4,0,4,3,44,3,3,2,34516.06,8012.6,87,0
49,1,2,4,1,3,0,36,3,1,3,25178.67,7836.45,87,0
61,1,1,1,0,0,0,54,3,1,3,7169.02,8216.58,80,0
62,1,2,1,0,2,0,56,2,2,3,18224.49,7728.41,93,0
39,1,1,2,0,3,1,28,3,3,1,34516.98,8453.56,90,0
52,1,2,1,1,2,0,34,2,1,1,4813.31,7477.66,91,0
38,0,1,0,0,4,0,27,2,2,2,24965.45,7866.83,84,0
50,0,3,0,0,0,1,38,3,2,2,12569.49,7344.78,95,0
43,1,3,2,1,4,0,30,3,2,1,34516.17,7437.16,86,0
53,0,2,3,0,0,0,48,2,2,2,8259.7,7957.93,88,0
42,1,4,0,2,2,0,27,2,2,3,13804.94,7376.16,97,0
43,0,1,0,0,4,0,30,3,0,2,5700.86,7939.34,95,0
43,0,4,1,2,0,0,35,3,0,3,6448.97,7546.02,88,0
57,1,2,4,1,2,0,51,2,3,3,5479.81,7960.79,86,0
50,0,0,2,2,0,0,42,3,2,4,3749.88,7990.68,89,0
48,1,4,0,0,4,0,40,2,3,3,30210.17,7403.54,88,0
41,1,3,1,2,4,0,36,2,1,2,5807.81,8000.86,96,0
44,1,3,0,2,2,0,36,2,1,2,3605.24,6800.22,78,0
44,0,4,3,0,1,1,39,2,3,1,17077.16,7391.56,75,0
43,0,2,3,2,0,0,37,3,1,3,5380.82,8947.58,93,0
51,1,3,1,2,3,2,36,2,3,1,34516.6,7499.63,88,0
47,1,4,4,2,3,0,30,3,1,3,27720.39,8520.44,89,0
47,0,3,4,0,1,1,39,3,1,2,18341.06,7584.22,85,0
38,1,1,0,0,4,0,30,2,1,1,27712.23,7399.11,91,0
46,1,3,0,0,1,0,42,3,1,2,8285.9,7205.49,84,0
41,0,4,2,3,1,1,36,3,3,2,19704.13,7766.76,81,0
47,1,2,1,3,3,0,41,2,2,2,21325.79,7053.16,69,0
41,1,1,1,2,3,0,30,3,2,3,34516.84,6832.62,87,0
49,0,2,2,0,1,0,37,2,3,1,7045.11,7381.2,98,0
44,1,4,1,0,3,0,37,3,1,3,14388.73,7042.39,85,0
48,0,4,4,0,0,0,38,3,3,3,3874.1,4921.65,51,1
44,1,4,1,2,2,0,24,2,2,2,4752.94,7517.98,76,0
50,0,4,4,2,4,1,36,3,1,2,34516.65,7042.3,73,0
59,0,1,0,0,0,0,46,2,2,3,7484.31,4923.04,56,1
49,0,3,0,2,4,1,36,2,3,3,34516.56,4777.57,51,1
42,1,4,2,0,3,1,36,2,1,2,34516.71,7836.75,93,0
52,1,3,1,2,2,0,36,3,2,3,18336.54,7509.7,84,0
46,1,3,1,3,1,0,34,3,1,6,2259.58,7745.68,88,0
41,1,1,3,2,1,0,32,3,2,4,10682.6,7332.63,92,0
39,0,4,4,2,0,0,27,2,1,1,8587.72,8854.23,92,0
46,0,2,1,0,0,0,30,3,0,1,5494.37,8328.29,78,0
45,0,2,1,2,0,0,31,2,2,1,1946.19,8423.65,82,0
53,1,3,0,0,2,0,47,2,3,1,6228.42,8284.21,77,0
42,1,3,2,2,3,0,32,2,3,1,7537.94,7613.94,90,0
44,0,3,1,0,0,1,34,3,2,3,13609.14,7796.42,77,0
47,0,3,0,2,4,1,31,3,2,3,34516.68,2691.84,42,1
46,1,3,2,2,2,2,33,3,3,1,34516.54,7750.07,82,0
38,0,3,1,0,0,2,31,2,2,3,15987.81,8195.82,94,0
46,0,3,1,1,0,0,36,3,2,2,2391.33,7649.25,101,0
39,1,2,2,3,4,0,34,2,2,2,34516.45,7845.66,92,0
47,1,2,3,0,2,0,41,2,3,3,20811.13,7192.74,82,0
46,1,4,4,3,2,2,36,2,3,2,34516.54,7582.92,95,0
45,1,2,1,2,1,0,36,2,3,1,3735.73,7059.14,82,0
50,0,2,0,2,1,0,39,3,2,2,2275.13,7768.15,83,0
43,0,3,0,2,0,0,36,2,0,3,7350.4,7679.97,64,0
48,1,3,3,2,1,0,34,2,1,2,1913.76,7265.88,80,0
50,0,3,1,3,0,0,43,2,3,3,4249.79,8186.49,93,0
40,0,2,1,3,1,0,36,3,2,1,2136.72,7782.63,88,0
46,1,4,3,2,1,1,36,3,2,2,18956.77,8032.63,88,0
45,1,4,3,0,2,0,35,2,3,2,13445.84,7377.77,82,0
53,1,1,0,0,0,0,36,3,3,3,8979.78,7422.47,87,0
49,0,2,1,2,0,0,38,3,1,3,6674.59,7468.71,92,0
52,0,2,4,0,0,0,34,3,3,3,6265.09,8162.21,89,0
47,1,0,1,2,3,1,36,3,1,2,34516.71,7535.66,92,0
47,1,2,2,0,3,0,36,3,2,2,34516.61,7827.49,77,0
43,1,2,0,0,2,0,33,1,1,2,13165.2,8126.12,95,0
49,1,3,3,1,3,0,38,2,3,3,9959.92,7300.59,77,0
